,problem_id,problem_id.1,translated
2192,2193,"[""I don't fuck wit bitches that listen to that EDM shit for some reason them bitches be havin mad energy and I like to chill""]",
2193,2194,"[""I don't fuck wit hoe niggas""]",[“我才不操黑鬼”]
2194,2195,"[""I don't fuck wit these bitches cuz they think they slick""]",
2195,2196,"[""I don't fuck with these niggas cause they shady I don't fuck with these bitches all they want is to have my baby""]",[“我不操这些黑鬼因为他们阴暗我不操这些婊子他们只想生我的孩子”]
2196,2197,"[""I don't fuck with you iffy bitches/niggas. Y'all don't put fear in my heart, y'all bleed the same I do and breathe the same ""]",[“我才不操你这些不可靠的婊子/黑鬼。你们不要把恐惧放在我的心里，你们和我一样流血，一样呼吸“]
2197,2198,"['I don\'t get it. I\'m either a pussy or troll. Where is the room for ""the truth"" and or ""my opinions on my TL""????? Social media fucked up.']",[“我不明白。我不是娘娘腔就是巨魔。“真相”和“我对TL的看法”的空间在哪里？？？？？社交媒体搞砸了
2198,2199,"[""I don't get what standing on Ya tip toes does for these pics these hoes be taking""]",
2199,2200,"['I don\'t get why bitches blame the hoe their man cheated on them with..IT WAS BOTH THEIR FAULT,their boyfriend could\'ve said ""no""']",
2200,2201,"[""I don't give a fuck about yo gal yo wifey or yo boo came here by myself bitch I'm Tryna bone""]",[“我才不管你老婆你妈的是我一个人来的婊子，我在找骨头”]
2201,2202,"[""I don't glorify dis shit but bitch I am what I am and it is what it is!""]",[“我不美化我的狗屎，但婊子我就是我，它就是它！”]
2202,2203,"[""I don't got no type, bad bitches is the only thing that I Iike""]",
2203,2204,"[""I don't got that bad of a mouth do I? Fuck shit ass bitch cunt shooby de doo wop""]",
2204,2205,"[""I don't have a wife she my bitch for the night. If she was catching bodies then it might be alright""]",
2205,2206,"[""I don't have an iPhone so I have to manually ignore these hoes ",
2206,2207,"[""I don't have another face other than my bitch face.  ",
2207,2208,"[""I don't have hoes \nIts a myth""]",[“我没有锄头，这是个神话”]
2208,2209,"[""I don't have no type .. Bad bitches is the only thing I like !!""]",[“我没有类型。。我只喜欢坏婊子！！”]
2209,2210,"[""I don't hit women but I'd slap tf out a bitch. No close fisted business though that's some cowardly shit.""]",
2210,2211,"[""I don't hold feelings for my old flings I jus trade dem bitches in like my old range!! #Cap1""]",[“我对我的老朋友没有感情，我只是像我的老朋友一样和他们交易！！#Cap1“]
2211,2212,"[""I don't kick it with fuck nights and bitches""]",
2212,2213,"[""I don't know what hoe activities consist of bc I don't partake in them. Shit it's so many I damn near can't tweet without being a hoe""]",[“我不知道锄头的活动是什么，我没有参与。妈的，太多了，我他妈的不能不当锄头就发微博“]
2213,2214,"[""I don't know what you been told but I love them project hoes""]",[“我不知道有人告诉你什么，但我喜欢他们的锄头计划”]
2214,2215,"[""I don't know what's more stressful, midterms or flappy birds.""]",[“我不知道什么是更紧张的，期中考试还是吹牛。”]
2215,2216,"[""I don't know why broads drunk dial me....I'm sleep, hoe!!""]",
2216,2217,"[""I don't know. Maybe it is a good quote and a good way to feel but I've seen way too many petty life-destroying bitches use that quote.""]",
2217,2218,"[""I don't like bat man though, I fucked his bitch twice.""]",[“我不喜欢蝙蝠侠，我和他的婊子上了两次。”]
2218,2219,"[""I don't like that bitch.""]",[“我不喜欢那个婊子。”]
2219,2220,"[""I don't like you bitch so  &amp; I'm having a party all weekend my momma going out of town.""]",[“我不喜欢你这个婊子，所以我整个周末都在开派对，我妈妈要出城去。”]
2220,2221,"[""I don't live for you hoes man""]",
2221,2222,"[""I don't love my hoes I love a couple not all ""]",[“我不爱我的锄头我爱一对不是全部”]
2222,2223,"[""I don't love these bitches OR these hoes; fuck they thought? I love my MONEY!""]",
2223,2224,"[""I don't love you hoes.""]",[“我不爱你锄头。”]
2224,2225,"[""I don't make music for niggas that don't get bitches""]",[“我不为那些不讨女人欢心的黑人做音乐”]
2225,2226,"[""I don't need no savin' I need to get fucking high and get some pussy.""]",[“我不需要省钱，我需要他妈的兴奋起来，找个女人。”]
2226,2227,"[""I don't owe you shit, bitch, leave me alone""]",[“我不欠你的，婊子，别管我”]
2227,2228,"[""I don't own any #Onslaught on #Vinyl I may have to get one now. Their new Lp is available in army green coloured vinyl""]",
2228,2229,"[""I don't pity or hate #faggots. Sexual mutations are necessary side effect of #evolution. BUT PROLIFERATION at 4% is a sign #humans fucked UP""]",[“我不怜悯或憎恨同性恋。性突变是进化的必然副作用。但4%的增殖率是一个信号#人类搞砸了“]
2229,2230,"[""I don't put nothing pass nobody when it comes money n pussy.""]",
2230,2231,"[""I don't respect money ... Respect real niccas!""]",[“我不尊重金钱。。。尊重真正的尼卡！”]
2231,2232,"[""I don't talk to niccas I talk to god we can relate""]",
2232,2233,"[""I don't trust no bitch ... I dog em out""]",
2233,2234,"[""I don't trust these bitches""]",[“我不相信这些婊子”]
2234,2235,"[""I don't understand how you can be such a bitch""]",
2235,2236,"['I don\'t understand when people say ""yea, my first time smoking I didn\'t get high"" \n\nCause damn that fuckin sucks bruh I was retarded high']",[“我不明白当人们说“是的，我第一次抽烟我没吸高”\n\n因为他妈的他妈的糟透了，我吸高了”]
2236,2237,"[""I don't understand why they mad at her making a track that spoke volumes about you muthafuckas. All the hoe &amp; bitch tracks about females""]",
2237,2238,"[""I don't want a bitch that a nigga already had I want sumn new ... Or a runner it's too easy nigga I accept the challenge""]",[“我不想要一个黑人已经拥有的婊子，我想要新的。。。或者跑步者太容易了黑鬼我接受挑战“]
2238,2239,"[""I don't want a bitch that's erybody bitch !""]",[“我不想要一个婊子，那是一个全身都是婊子的婊子！”]
2239,2240,"[""I don't want me no good girl I fell inlove with these freak hoes""]",
2240,2241,"[""I don't want no Philly disease lol Thot bitch""]",
2241,2242,"[""I don't want no boof hoes or no burnt girls !""]",
2242,2243,"[""I don't want sex bitch I only want ya neck bitch lol""]",
2243,2244,"[""I don't want to deal with yesterday's trash! There's a reason it got thrown out in the first place""]",
2244,2245,"['I don\'t. (._.)  Light skin Bitches will have 30 unread texts &amp; still tweet ""Nobody to talk to"" .. You bitches is outta control']",
2245,2246,"[""I donated both of my (very expensive) prom dresses to teens who couldn't afford to buy one. Don't be a selfish bitch.""]",
2246,2247,"['I done been to the top, I done sipped the juice/ and with that being said, bird crumbs will NEVER do!']",
2247,2248,"[""I done dun all kind of shit y'all niccas just fills shit!""]",
2248,2249,['I done hit bout 6 threes out this bitch'],[“我打了这个婊子6个三分球”]
2249,2250,"[""I done seen a lot of fake shit. That bitch ain't bad, she's basic.""]",[“我见过很多假的狗屎。那个婊子不坏，她很普通
2250,2251,['I dont even say nigga i say nigger. Im like Chuck Norris. I say the nigger word without checking over my shoulder.'],我甚至不说黑鬼，我说黑鬼。我喜欢查克·诺里斯。我说黑鬼的话时没有检查我的肩膀
2251,2252,['I dont fuck wit hoes or broke bitches'],
2252,2253,"['I dont give a single shit who you are, if you wear a suit and white cotton socks I am just going to assume you are functionally retarded.']",[“我一点也不在乎你是谁，如果你穿西装和白棉袜，我就认为你是功能性弱智。”
2253,2254,['I dont got no type... Bad bitches is the only thang that i like! You aint got no life.. Cups with the ice and we do this every night!'],['我没有类型。。。我只喜欢坏婊子！你没有生命。。我们每天晚上都这样]
2254,2255,['I dont hide bitch im high when im in public'],[“当我在公共场合时，我不会躲在高处”]
2255,2256,['I dont kiss none of these hoes '],[“这些锄头我都不亲”]
2256,2257,['I dont know a niggah that could cover for me'],[“我不知道有哪个黑鬼能替我掩护”]
2257,2258,['I dont love these hoes .'],
2258,2259,['I dont mess with sneaky ppl nd they hoe intentions'],
2259,2260,"['I dont mind gay people but the flamboyant ""hey look at me Ima faggot"" kinda gays annoy me. bruh just play wit ya booty in peace. ion care.']",
2260,2261,['I dont say fuck bitches get money because i love em both'],
2261,2262,['I dont think ive ever seen a fight on the real world. I mean a word fight yeah. tons of times. but damn! that bitch swung'],
2262,2263,['I dont understand rich people who dress like trash'],
2263,2264,['I drag a bitch by her hair CAPTAIN CAVEMAN NNN!!!'],
2264,2265,"[""I dream about having twin girls a lot yea karma I know it's you bitch""]",
2265,2266,"['I dress how I feel, if I felt like a bitch id dress like one']",[“我穿着我的感觉，如果我觉得自己像个婊子，我就穿一个”]
2266,2267,"[""I drive by and them bitches waive but girl I can't stop""]",
2267,2268,['I eat generic Oreos.. Baller with a budget bitch.'],
2268,2269,['I eats the pussy.'],
2269,2270,['I fear no niggah I trust no bitchhh..'],
2270,2271,['I feel bad for all you bitches that have never been to Disney World '],
2271,2272,['I feel bad for her nicca tho ... Ya girl a hoe my nicca!'],我为她的妮卡感到难过。。。你个小姑娘，我的尼卡]
2272,2273,"['I feel bad having this info but at the same time , karmas a bitch,']",[“我很难过有这个信息，但同时，因果报应是一个婊子，'”
2273,2274,"['I feel every song I hear is a soundtrack to my life. For 1 relationship & against another?? Keep in mind, the last song was pussy control!']",
2274,2275,['I feel like I got bitch slapped by karma.'],
2275,2276,"[""I feel like I should be sad and all that pussy shit but I am just so pissed right now idk what I'm feeling.""]",
2276,2277,['I feel like a bad bitch when I wear my rhinestoned pocket jeans .'],[“当我穿着我的水钻口袋牛仔裤时，我感觉自己像个坏婊子。”]
2277,2278,['I feel like a bitch that just got her heartbroken a day before her wedding'],[“我觉得自己像个婊子，在婚礼前一天让她心碎了”]
2278,2279,['I feel like a swag fag w this shirt lmao ,['我觉得这件衬衫像个时髦的家伙
2279,2280,['I feel like apart of the in crowd like yes bitch lets indirectly talk shit '],[“我觉得像是在人群中分开一样，是的，婊子，让我们间接地说狗屎”]
2280,2281,['I feel like its gon be a homo revalution round dis bitch deez niggas expandin'],[“我觉得这是一个同性恋的重估圆迪兹黑鬼扩展”]
2281,2282,['I feel like slapping a bitch'],[“我想打一个婊子”]
2282,2283,['I feel like that niggah Pac these bitches set me up.'],
2283,2284,"['I feel like this hoe owe me something ..,']",[“我觉得这只锄头欠我一些东西……”
2284,2285,['I feel so alone. I miss my #wife so much. I hate the white trash who raped and killed her and our daughters.'],
2285,2286,['I feel sorry fo niggas dat gtta make up shit to lie about. I would hate to have to think that fuckin much.#bitch'],
2286,2287,"['I feel sorry for mexican and Asian niggas, they got the worse shaped bitches on earth.']",[“我为墨西哥和亚洲的黑人感到遗憾，他们得到了地球上最糟糕的女人。”
2287,2288,"[""I feel the sorry for the nice people in this world because they're actually the solution. Its all you hoes and assholes thats the problem""]",[“我为这个世界上的好人感到遗憾，因为他们实际上是解决问题的办法。问题出在你们这些混蛋身上“]
2288,2289,['I feel utterly retarded. Thanks big brother @Crawford96M'],['我觉得完全是弱智。感谢大哥@Crawford96M']
2289,2290,"['I fell in love wit my side bitch, crazy thing she wasnt even my bitch']",[“我爱上了我身边的婊子，疯狂的事，她甚至不是我的婊子”]
2290,2291,"['I fight for what I love, but you make something of bitches I think nothing of.']",
2291,2292,"['I figured that if hoes wanna play games, fuck em and leave em :)']",
2292,2293,['I find a new song I like and play that hoe way more times than I should lol..'],
2293,2294,['I find it FUNNY ASF how people will try and tell you how you should live YOUR life. Like bitch! Stay in my shadows thank you lol '],
2294,2295,['I find it amusing that Senator is an anchor baby. #LMAO'],['我觉得参议员是个主播很有趣。#LMAO']
2295,2296,"[""I find it hard to believe cee-lo raping hoes, it's too easy to get them panties off when you successful""]",[“我发现很难相信cee lo强奸锄头，当你成功的时候很容易把他们的内裤脱下来”]
2296,2297,['I fink this catfish shit is funny afta all how can this bitch thinks that she was talking to bow wow doe '],
2297,2298,['I flipped dat pacc said fucc a bitch n went and did it again'],[“我翻过了dat pacc说狗娘养的n又去做了一次”]
2298,2299,['I follow sum bush ass bitches on here '],[“我在这里跟踪那些狗娘养的”]
2299,2300,['I forgot how white trash Texarkana was... Well it is arkansas so.... '],['我忘了德州有多白。。。是阿肯色州所以]
2300,2301,"['I found the ""boom, boom, boom, waaaaay ho"" girl. How the fuck does someone sing for 5 years and not progress at all? ",我找到了那个女孩。他妈的怎么有人唱了5年却一点进步都没有？
2301,2302,['I found your arm in that trash receptacle and your leg in the mud down by that stream.You should consider keeping better track of your limbs'],我发现你的胳膊在垃圾桶里，你的腿在旁边的泥里小溪。你呢应该考虑更好地跟踪你的四肢
2302,2303,['I from the planet of apes king Kong clips'],
2303,2304,"['I fuck alien bitches, demon and angel bitches, a couple of centaur bitches, got really drunk and fucked a dragon chick a couple times..ughhh']",
2304,2305,"[""I fuck bad bitches to stacy lattisaw, why you nigga's balls blue like an avatar?""]",
2305,2306,['I fuck bitches  better watch yah hoe '],[“我操婊子们最好看着耶和”]
2306,2307,"['I fuck with lux and his knowledge but mooks presence, delivery is connecting more to the people. Crazy.']",
2307,2308,['I fucked the bitch I used to dream about and coulda died when I came from disbelief. Nah I dont wish to speak on her name that shit is weak'],[“我操了那个我梦寐以求的婊子，当我从怀疑中走出来的时候，我可能会死。不，我不想以她的名义说那狗屎是软弱的']
2308,2309,"[""I fucked the shit out yo bitch yesterday til she couldn't stand straight she called me earlier asking could she come and get a replay""]",[“我昨天把那个狗娘养的搞砸了，直到她站不稳，她早些时候打电话给我，问她能不能过来重播”]
2309,2310,['I fucked your little sister last night\nThe pussy was right \nThe pussy was tight'],
2310,2311,['I fuckedd your bitch than gave her a snack pack'],
2311,2312,['I fuckin hate this bitches voice OMG'],我他妈的讨厌这个婊子的声音天哪
2312,2313,"['I fucking hate this fucking neighborhood, these fuckin bitches have someone over everyday ya3ne.']",[“我他妈的讨厌这个该死的社区，这些狗娘养的每天都有人在这里。”]
2313,2314,['I fucking hate you niggers bruh... ,我他妈的恨你们这些黑鬼。。。
2314,2315,['I gain a few pounds a bitch look thickkkkkk'],[“我长了几磅，一个婊子看起来很胖”]
2315,2316,"['I gassss on these niggas, I got gas for all these hoes']",[“我给这些黑鬼加油，我给这些锄头加油”]
2316,2317,"['I gave my aunt my tupac greatest hits CD , that bitch is lucky I love my tupac CD']",
2317,2318,['I get a 50 pound bag of dawg for the mutts'],
2318,2319,['I get bitches on tinder'],[“我有火种的婊子”]
2319,2320,['I get gwop now that bitch remember me'],[“我现在明白了，那个婊子还记得我吗”]
2320,2321,['I get more nudes than all you bitches '],[“我比你们这些婊子都要裸体”]
2321,2322,['I get so deep in that pussy i touch the back of her soul!!!'],
2322,2323,['I give my niggas hope and sell these bitches dreams!'],
2323,2324,"['I give off the Selfish little bitch vibe, but if you get to actually know me I tend to put others before myself 24/7']",[“我散发出自私的小婊子的味道，但如果你真的了解我，我倾向于把别人放在我之前24/7”]
2324,2325,['I gonna start unfollowing angry bitches. Shit is mad depressing'],['我要开始发泄愤怒的婊子。大便是疯狂的压抑']
2325,2326,"['I got .05"" of rain yesterday including the bird shit in my gauge.']",[“我昨天下了0.05”的雨，包括我仪表里的鸟粪。]
2326,2327,"['I got 2 bitches if them bitches snitching then finger itchin. shot em the kitchen, Makem wash the dishes.']",['我有两个婊子，如果他们告密然后手指发痒。把他们射到厨房，让他们洗碗
2327,2328,"[""I got 7 A's &amp; a B on my progress report &amp; I still be touchin Bands  bitch get like me ""]",
2328,2329,"[""I got 99 problems and a bitch ain't one...\nShe's all 99, I think I need a sub machine gun #gratata""]",
2329,2330,"[""I got 99 problems but a bitch ain't 1!""]",[“我有99个问题，但婊子不是1个！”]
2330,2331,"[""I got 99 problems but a bitch ain't one""]",
2331,2332,"[""I got 99 problems but a bitch aint one, she's all 99 of em I need a michane gun""]",[“我有99个问题，但一个婊子不是一个，她都是99个问题，我需要一把米夏恩枪”]
2332,2333,"[""I got 99 problems but a pussy ass bitch ain't one ;)""]",[“我有99个问题，但一个娘娘腔婊子不是一个；）”]
2333,2334,['I got California love fuckin bitches to that pop shit'],[“我把加州的狗娘养的爱死了”]
2334,2335,['I got I.s.s Friday for refusing to give up my phone these bitches can kiss my ass cause there not getting it'],[“我因为拒绝放弃我的手机而被判有罪星期五这些婊子可以亲我的屁股，因为我没有得到它”]
2335,2336,"['I got a Lambo, 2 doors. 2 seater, 2 hoes.. Yokohamas, no vogues. Man that bitch beautiful. - @jesus']",我有一辆兰博，两扇门。两个座位，两个锄头。。横滨，没有时尚。那个婊子真漂亮。-@jesus']
2336,2337,"['I got a Spanish bitch, her name Nina #paranoid']",[“我有个西班牙婊子，她叫尼娜#偏执狂”]
2337,2338,['I got a cousin thats rollin ... Got a bitch in tha hoovers'],['我有个堂兄是罗琳。。。胡佛家有个婊子
2338,2339,"['I got a gang of old ass drafts, all trash']",[“我有一帮老混蛋，全是垃圾”]
2339,2340,['I got a main bitch I got new hoe love my Ak but I got my .44'],
2340,2341,"[""I got a measly 506 followers on Instagram that's probably why these bitches ain't takin me serious""]",
2341,2342,['I got a missed call from your bitch '],[“我接到你婊子的未接电话”]
2342,2343,"['I got a something that pays me 2 Hunnit every week , only real bitches kno how to manage money ']",[“我有一个每周付给我200英镑的东西，只有真正的婊子才知道如何理财”]
2343,2344,['I got a surprise for you bitches'],
2344,2345,"[""I got a thick ass neck, tho. 17 1/2 or 18 on these hoes. Can't zip my half zip fleece out this bitch.""]",[“我的屁股很粗，tho。17 1/2或18在这些锄头上。我的半拉链羊毛拉不开这个婊子。”]
2345,2346,"[""I got a uncle through marriage dude got hips like big momma I swear all the lil kids mock his walk and he don't even know it""]",[“我通过婚姻得到了一个叔叔，一个像大妈妈一样有臀部的家伙，我发誓所有的孩子都嘲笑他的走路，他甚至都不知道”]
2346,2347,"['I got ass cheeks on my white tee, all these hoes keep grindin on me']",
2347,2348,['I got bad bitches on stand by'],[“我有坏婊子在待命”]
2348,2349,['I got bitches geekin sneaking cocaina cross the customs '],[“我有个婊子怪胎偷偷把科卡娜带过海关”]
2349,2350,['I got bitches nervous like virgins flirtin wit uncle mervin'],
2350,2351,"[""I got bitches on my dick\n\nThey just ain't here yet nigga""]",[“我的老二上有婊子\n\n他们还没来，黑鬼”]
2351,2352,"[""I got bitches tho.. That's all I got.""]",[“我有个婊子。。我只有这些了
2352,2353,['I got dirty birds hey shoot like Larry bird hey'],[“我有脏鸟嘿像拉里·伯德一样开枪嘿”]
2353,2354,"[""I got every reason to feel like I'm that bitch""]",
2354,2355,['I got good credit. So my bitch credit gotta match mine'],我得到了很好的信任。所以我的婊子信用必须和我的相符']
2355,2356,['I got hella hoes'],[“我有锄头”]
2356,2357,['I got hoes I got fuckin hoes I got fuckin hoes !!!'],[“我有锄头我他妈的有锄头我他妈的有锄头！！！”]
2357,2358,['I got hoes in different area codes'],[“我有不同地区的锄头”]
2358,2359,['I got hoes. I got hoes. I got hoes. I got hoes.'],我有锄头。我有锄头。我有锄头。我有锄头
2359,2360,['I got lean I got work I got bands my nigguh'],[“我精力充沛，我有工作，我有乐队，我的朋友”]
2360,2361,['I got money and hoes money and hoes'],
2361,2362,['I got more private tracks than public on my soundcloud. I needa finish these joints so i can sick em on yall hoes'],['我的soundcloud上有更多的私人曲目，而不是公开的。我需要把这些关节修整一下，这样我就可以用锄头把它们弄脏了
2362,2363,['I got more trust in drugs then these dumb ass bitches'],
2363,2364,"[""I got my dawg Norris some blue flames for his bday dat bitch couldn't even drink it.... but u no Pop alcoholic ass downed it""]",
2364,2365,['I got my eyes on this red bone'],
2365,2366,"['I got my mind on my money, all I needs a bad bitch so I can ride round the city and spend this cash with']",
2366,2367,"['I got my own legacy bitches, fuck yall legacy @JacobRyanBruhn']",[“我有我自己的遗产婊子，去他妈的yall legacy@JacobRyanBruhn']
2367,2368,"[""I got my own rhythm and stroke patterns when I'm bout to nut, be still bitch.""]",
2368,2369,['I got no patience for hoes actin lame ima stop fuckin wit yo ass quick asl'],[“我对锄头没有耐心，动作跛，我他妈的，别他妈的蠢了，快asl”]
2369,2370,"['I got no pic up lines I stay on my grind I tell a bitch all the time ""bitch get in my car "" I got my 64 Ridin on Dayton spokes !']",
2370,2371,['I got no respect for hoe shit'],
2371,2372,"['I got so many horses , all the hoes say that its gorgeous ... \n\nIn tha air dats where my doors issssss']",
2372,2373,"[""I got some bitch ass coworkers. I stay late every day last week I don't complain about them mfs. They stay late they send emails that I left""]",
2373,2374,['I got some lightskin pussy one time and the bitch damn near had me bout to propose.'],[“有一次我有个轻薄的女人，那婊子差点让我求婚了。”]
2374,2375,['I got some yard work i need done....you got me?  Control your excitement sir... Lets gooooo Teena bitch!!!'],['我有一些院子里的活要做…你抓到我了吗？别激动先生。。。让我们来个婊子！！！']
2375,2376,"[""I got something for your ass, keep thinking I'm pussy""]",
2376,2377,['I got soo many funny pictures from yesterday  bitches was fucced'],[“我昨天拍了很多有趣的照片，婊子们被操了”]
2377,2378,"['I got the streets in a head lock, I got yo bitch in a leg lock']",
2378,2379,['I got the streets ina headlock i got yo bitch ina leg lock i do not fuck with the fed cops!! '],[“我把街道弄得乱七八糟，我把你婊子弄得乱七八糟，我不跟联邦警察上床！！”]
2379,2380,"['I got the streets ina headlock, i got yo bitch ina leg lock!']",
2380,2381,['I got the streetz ina head lock...i got yo bitch ina leg lock!'],
2381,2382,"[""I got these 5 dominican hoes that randomly hit me up every so often &amp; can't tell if they like me or tryna rob me.""]",[“我得到了这5个多米尼加锄头，随机击中我每隔一段时间&amp；不知道他们是喜欢我还是想抢劫我
2382,2383,['I got this root beer chillin in the fridge imma crack that bitch open in a few'],
2383,2384,"[""I got to get the trash out and make breakfast for the Frau and start laundry so y'all be good till I get back. Cracker Out!""]",
2384,2385,['I got yo bitch dick whipped'],
2385,2386,['I got. A lot. Of hoes.... All up on my dick'],
2386,2387,['I gotta a bad bitch and all she do is bake cookies'],[“我有个坏婊子，她只会烤饼干”]
2387,2388,['I gotta admit i used tell bitches everything they wanted to hear Bighead change my ways a lil bit'],[“我得承认我曾经告诉过婊子们他们想听的每件事，大头有点改变我的方式”]
2388,2389,['I gotta bad bitch. always got her hair fixed. always n the mall wit her friends buying outfits'],[“我要找个坏婊子。她总是把头发修好。她总是在商场里和朋友一起买衣服
2389,2390,"[""I gotta big head yah bitch I think it's crown sized""]",[“我要大头丫头，我想它是皇冠大小”]
2390,2391,"[""I gotta bitch to suck my dick till I nut spit it on my gut and slurp that shit back up ain't that a slut""]",
2391,2392,"[""I gotta bottle of liq at the crib when I get off I'm hitting dat bitch bare... the liq dat is!!!""]",[“我下车的时候要在婴儿床上放一瓶液体，我要把它打得光光的。。。液体是！！！”]
2392,2393,['I gotta get it while da gettin good my nigguh'],[“我得趁爸爸好好照顾我的朋友时去拿它”]
2393,2394,"[""I gotta give De Blasio credit. He is a man of his word. Nypd can't arrest niggas for weed anymore hahahaha fuuuuuck yoouuuuu bitch""]",
2394,2395,"[""I grew to hate blonde and primary colored weaves but that wouldn't stop me from requesting some good mouthwork.""]",[“我开始讨厌金发和原色的织物，但这并不能阻止我要求一些好的口器。”]
2395,2396,['I grew up ina jungle wit the gorilla snakes &amp; bird ass niggas '],[“我在丛林里长大，有大猩猩蛇和鸟屁股黑鬼”]
2396,2397,"[""I grew up with niggahs don't trust no niggah no love for niggahs""]",[“我和黑人一起长大不相信黑人不爱黑人”]
2397,2398,['I guarantee there will b some hot twats out tonight in dresses with no leggings and open toed shoes.'],[“我保证今晚会有一些穿着不穿紧身裤和露趾鞋的辣妹出来。”]
2398,2399,['I guess I just come off as a bitch to people '],
2399,2400,"[""I guess bitches got it twisted and think I'm weak or something.. Do I look weak? Do I look scary? Do I look like somebody you finna pick w|?""]",[“我猜婊子们把它扭曲了，认为我很虚弱或者什么的。。我看起来虚弱吗？我看起来吓人吗？我看起来像你挑的人吗]
2400,2401,"[""I guess niccas think if they owe you money for so long you'll forget! ""]",
2401,2402,['I guess none of deez rappin ass niggas wanna throw dem bitches wit da big homie @gucci1017'],[“我猜没有一个迪兹饶舌的黑人想用大家伙@gucci1017'扔dem婊子]
2402,2403,"[""I guess that OH was a bitch I don't! Ha""]",
2403,2404,['I had 14 fags in the space ae 3 hours? Excuse me? #confused #wheresshitgoing'],['我在太空中有14个同性恋者在3小时内？请原谅我？#困惑#去哪儿了']
2404,2405,['I had a date wit Irene nd that bitch stood me up matter of fact she stood da whole city up thanx you fucking Cunt Irene up ur ass no grease'],[“我和艾琳有个约会，那个婊子放了我鸽子，事实上她放了整个城市的鸽子，而你这个该死的婊子艾琳放了你的屁股，没有油脂”]
2405,2406,"['I had a dope ass parlay this week with San Fran... woulda won, but them hoes ran back the pick 6. SHIT BE RIGGED YO!']",['我这周和圣弗兰有个毒品交易。。。他们赢了，但是锄头们赢了。他妈的被操纵哟]
2406,2407,"['I had a dream I was in 4th grade again with my class except as my current self and remember thinking ""you\'re crazy, you become a hoe, moron""']",
2407,2408,"['I had a dumbass dr do that on a c-4, I was just like this dumb bitch']",
2408,2409,['I had froyo with brownies for dinner tonight. Being an adult is making these executive decisions'],
2409,2410,"['I had liked this one bitch but, she always was in some shit causing some fucking drama']",[“我喜欢这个婊子，但她总是在一些狗屎引起一些他妈的戏剧”]
2410,2411,"['I had the boldest side hoes, come out to me I front of my girl nd start touchin a nigguh']",
2411,2412,['I had to hug the block. You bitches just wave at it'],
2412,2413,"['I had to tell a bitch, I WANT THE LOVEEEEE']",[“我不得不告诉一个婊子，我想要那个情人”]
2413,2414,"[""I had to unfollow some crazy asian bitch earlier lol I don't play""]",
2414,2415,['I had wack dick until I started messing with white hoes. They stuck around &amp; let a young goon practice on em.'],
2415,2416,['I hardly text back so these hoes love to phone me'],
2416,2417,"['I hate ""chunky"" pasta sauce. KEEP PESKY VEGETABLES WAY FROM ME']",
2417,2418,['I hate Hashtag activism. No lie. I think 95% of it is trash.'],我讨厌标签上的激进主义。没有谎言。我认为其中95%是垃圾
2418,2419,"['I hate a "" think she know how to out head type bitch foh ""']",
2419,2420,"['I hate a ""Hacked at 20k"" ass hoe..']",[‘我讨厌一个‘被砍成两万’的混蛋……’
2420,2421,"['I hate a ""I used to talk to her/him"" nigga or bitch like foh hater  we never talked u jus know em']",
2421,2422,"[""I hate a bitch that love a bitch that say she love a nigga too\nConfused ass bitch What you gon' do?\nIs you gay bitch? Is you straight bitch?""]",
2422,2423,"[""I hate a don't get shit done ass nigguh""]",[“我讨厌一个不干屁事的混蛋”]
2423,2424,"[""I hate a extra ass bitch or an extra ass nigga . you're doing too much , just stop . It's unnecessary .""]",[“我讨厌额外的婊子或黑鬼。你做的太多了，停下来。没有必要。”]
2424,2425,['I hate a nosey bitch like mind yah business'],
2425,2426,['I hate a ol fat disgusting Walmart working ass bitch.....'],[“我讨厌一个老胖子恶心的沃尔玛工作屁股婊子…..”
2426,2427,"[""I hate a stuck up bitch. Likeeee stfu. You ain't shit special.""]",[“我讨厌自命不凡的婊子。就像你说的。你一点都不特别
2427,2428,['I hate a trash bad bitch'],
2428,2429,['I hate a wishy washy bitch'],
2429,2430,['I hate all these industry fags. I hope they all get the Nigerian Summer Flu'],
2430,2431,['I hate baldheadass bitches  ,我讨厌光头婊子
2431,2432,"['I hate being profiled. I\'m not ""country"", I\'m not a ""hick"". I\'m Eric Dean Vestal, and I\'m doing what makes me happy, not anything else.']",['我讨厌被人侧写。我不是乡下人，也不是乡下人。我是埃里克·迪恩·维斯塔尔，我做的是让我快乐的事，而不是其他任何事
2432,2433,['I hate bitch made niggas that think as soon as they get some pussy theyre bad ass. Youre 18 as a junior and you bang freshman. #bitchnigga'],
2433,2434,['I hate bitches but ugly and//or fat bitches are the worst'],
2434,2435,['I hate bitches that fish for compliments'],
2435,2436,['I hate bitches that have attitudes all the time'],
2436,2437,"[""I hate bitches that wear those fake ass ray bans, they're only $100 stop being cheap.""]",
2437,2438,"[""I hate bitches who thinks everyone wants their nasty ass like no  you're not cute ""]",[“我讨厌那些认为每个人都想要他们讨厌的屁股的婊子，不，你不可爱”]
2438,2439,['I hate bitches with bad eyebrows'],
2439,2440,['I hate bitches with thick eyebrows'],
2440,2441,['I hate bitches. Thirsty ass bitches'],
2441,2442,"[""I hate drinking by myself. Everyone's so fucking boring now. Fuck you guys, I'll be fun by myself pussies ""]",
2442,2443,['I hate dumb bitches'],
