Column1,ï»¿problem_id,problem_id,translated,_1
1104,1105,"['I\'m a ""mud shark"" because I have black friends. Makes perfect sense.  #idiotic @'",我是一个泥鲨”，因为我有黑人朋友。很有道理白痴@',
1105,1106,['An itsy bitsy teeny weeny yellow pock-a-dot bikini Polk Ashton. Polk',一个小可爱的黄色麻点比基尼波尔克阿什顿。波尔克诿,
1106,1107,"[""Yes Iam single I don't mess or talk to anyone .  no hoes just me """,是的，我是单身，我不捣乱，也不跟任何人说话。没有妓女只有我,
1107,1108,"[""just got a new fish it's albino and I named him shaquita #yee bahaha""",刚养了一条鱼，是白化病，我给它取名叫shaquita#yee bahaha”,
1108,1109,"[""My Anaconda Don't \nMy Anaconda Don't\nMy Anaconda Don't\nWant None Unless You Got GOALS Hun  Smh . White Ass niggah .""",我的水蟒不想\n我的水蟒不想\n我的水蟒不想\n除非你有目标。白屁股黑鬼,
1109,1110,"[""I wish i had my dad in my life but the bitch ass nigga still think im not his child! LMFAOOOO but damn that's sad cuh !""",我希望我的生活中有我的父亲，但这个婊子屁股黑鬼仍然认为我不是他的孩子！但这太可悲了,
1110,1111,['Hoes really do b birds man this new to you?',鸟儿们真的对你来说是新来的吗？”,
1111,1112,"['bitch get out dem feelings and get some new dick ""'",婊子出去，换个新老二”,
1112,1113,['My momma aint raise no hoe',我妈妈不养妓女”,
1113,1114,['#BeatTheHabs #NYR ,#比阿特哈布斯#尼尔,
1114,1115,['SMDH Eagles fans. You a bitch!  Hey Giants fans: Victor Cruz is over. Dance to that. Hey watch it',SMDH老鹰队球迷。你个婊子！巨人队球迷：维克多·克鲁兹结束了。跟着跳舞。嘿，小心点,
1115,1116,"['""cause i look great bitch, fuck you mean?"" '",因为我看起来很棒，婊子，操你的意思？,
1116,1117,"[""I'm suppose to eat yo booty bitch wym """,我要吃你的战利品婊子wym”,
1117,1118,"['""I can\'t remember all the girls I\'ve smashed  On God.""hoe shit Not technically, it takes .'",我记不清我在上帝身上撞过的所有女孩了。”锄屎不是技术上的，它需要时闿,
1118,1119,['I cried like a bitch after my first breakup. Never loved again lol',第一次分手后我哭得像个婊子。再也没有爱迿,
1119,1120,['Michael Pineda hides pine tar...on his neck ,迈克尔·皮内达把松脂藏在脖子上,
1120,1121,"[""Chad Jordan in this bitch I'm crying""",查德·乔丹在这婊子里我哭了”,
1121,1122,"['Grandmas always b asking you ""Do you have a girlfriend???"" No....I got hoes tf you mean real shit.'",祖母总是问你你有女朋友吗？”不……我有妓女，你是说真的吗,
1122,1123,"[""bruh i'm telling you if she got \nzebra print bed sheets 9/10 she a hoe """,我告诉你她有没有\nzebra打印床单9/10她有妓女”,
1123,1124,"[""I have no hoes because yah nigga ain't shit""",我没有妓女，因为你这个黑鬼不是屎”,
1124,1125,['Bitches love throwing that irrelevant shade  go sit lil bitch .',婊子们喜欢扔那些无关紧要的树荫去坐吧，小婊子。”,
1125,1126,['So they really deleted flappy bird from the App Store cus someone killed themselves over it  foreal foreal ?? ',所以他们真的把flappy bird从应用程序商店里删除了，因为有人因此自杀了，foreal？？”,
1126,1127,"['Too many ""lil niggas"" on my TL. ",我的TL上有太多的小黑鬼”,
1127,1128,"[""I'll beat the pussy up, that's a hook right thur """,我要揍一顿，这是星期四的钩”,
1128,1129,"[""Rape? Cannibalism? You Won't Recognize The Original Versions Of These Fairy Tales ",强奸？吃人？你不会认出这些童话的原牿,
1129,1130,['Jose ur mean :/ I said ily stfu hoe',你的意思是＿我说的是'你的意怿,
1130,1131,"[""girls are fucking retarded my back started cramping up man it's the double d's""",女孩都他妈的弱智了，我的背开始抽筋了，伙计，这是双d”,
1131,1132,"['There\'s a difference between being actually crazy &amp; aspiring crazy real shit . I can\'t stand ""fake crazy"" bitches'",真的疯了和有抱负的疯了是有区别的。我受不了假疯”婊子,
1132,1133,['man I was bouta text all the bitches that ever told me that lmao you should',我是博塔短信所有的婊子曾经告诉我，我认为你应该”,
1133,1134,"['If u ask me, every bitch gayor ""bi""'",如果你问我，每一个婊子都会说比”,
1134,1135,['First time with 3. Lol ,第一次和3。大声笑,
1135,1136,"[""u need to be in someone's church negro!ur absolutely right, but I work Sunday's but still no excuse.""",你需要在别人的教堂里，黑人！你完全正确，但我星期天上班，但还是没有借口,
1136,1137,['Police just tried to Rodney King a nigga...happen to my nig out here',警察刚刚试图罗德尼·金是个黑鬼……我的黑鬼在这里出事了”,
1137,1138,['Vienna sausage clit ,维也纳香肿,
1138,1139,['lesbian pussy taste like rainbow trout!\n\n#lezzzbehonest',女同性恋的味道像虹鳟鱼！\n\n#lezzzbehonest',
1139,1140,['Oxtails and yellow rice is blasphemy boneless',‘牛尾黄饭是亵渎无骨’,
1140,1141,"[""What's the symptoms for Ebola? My stomach been hurting b. I'm nervousbitch you better not be we was drinking out same bottle""",埃博拉有什么症状？我的胃一直在痛b.我很紧张婊子你最好别这样我们喝的是同一瓶,
1141,1142,"[""There's starving children in Africa but this bitch using bananas to plug her butt hole smh ",非洲有挨饿的孩子，但是这个婊子用香蕉堵住了她的屁股洿,
1142,1143,['I just wanna do something for somebodyboy sound desperate than hoe how you bout you start off and flat that nose of yours',我只想为一个听起来比锄还绝望的男孩做点什么，不如你先把鼻子平起来”,
1143,1144,['Hate an overly hood girl... Aye hoe... We not listening to Keef all night   I feel you',恨一个过分遮羞的女孩。。。是啊。。。我们整晚都不听基夫的话我感觉到你了',
1144,1145,"[""it's too early, don't annoy me don't come back from ya fun filled weekend and give me attitude hoe""",太早了，别烦我，别从充满乐趣的周末回来，给我态度锄”,
1145,1146,"['These hoes gon come &amp;&amp; go, i feel it.'",这些妓女会来的；&amp；去吧，我感觉到亿,
1146,1147,"['When life knocks you down, stand the fuck up and say ""You hit like a little bitch.""'",当生活把你击倒时，他妈的站起来说”你打得像个小婊子。,
1147,1148,['Tweet how you #WatchLikeaKing. ,在Tweet上说说你是怎么看的,
1148,1149,['Whats going to be your pick for #SelectionSunday? #2for5 #WatchLikeaKing ,星期天你会选什么？”？#为了能像手表一样说诿,
1149,1150,['haha imma catch Ebola Trynna keep myself warm lol ewww bitch well stay far away from me',哈哈，我被埃博拉感染了，让我自己暖和点，哈哈，婊子，离我远点”,
1150,1151,['Sum wrong with the pussy- Sweetssmh',和猫咪的错诿甜心”,
1151,1152,"['wasnt that great to me either  ""Equalizer"" was trash Denzel officially washed bruhneither was flight'",均衡器”是垃圾，丹泽尔正式洗刷了布鲁尼，他是飞行队”,
1152,1153,['you tweaking rich homie is trash you damn near still listen to lil b wow ',‘你把有钱人耍得一塌糊涂，你他妈的还在听小b哇’,
1153,1154,['I get paid too chill. Share the wealth Lil nicca',我的薪水太低了。分享财富Lil nicca',
1154,1155,"[""On some real shit if I catch this bitch it's game on.""",如果我抓到了这个婊子，那就是游戏了。”,
1155,1156,"[""Y'all hoes messy on god !nbs""",你们在上帝面前乱七八糟！国家统计局,
1156,1157,"['""LMAO  Tempted to send this ",我很想把这个寄出去,
1157,1158,['I wanna go to this lil shit tonight...but the way how bitches faces be set up ...I be wantin to slap em when I see them',今晚我想去这个小混混…但是那些婊子的脸是怎么摆出来的…当我看到他们的时候我想扇他们一巴掌”,
1158,1159,['Kannie &amp; Vonnie some Tiny ass bitches I HATED when you and crissi started calling us little body bitches in Hawaii',‘当你和克里斯蒂在夏威夷开始叫我们小婊子的时候，我讨厌一些小屁股婊子’,
1159,1160,['Two of the best Yankees Derek Jeter and Joe Torre #JoeTorreDay ,两个最好的洋基球员德里克·杰特和乔·托瑿,
1160,1161,['One wrong move and consider your bitch mine ,一个错误的举动，把你的婊子当成我的,
1161,1162,"[""bitch what u gone say bitch for. We're on the phone bitch. Cuz to the let these Mfs know """,婊子你去说什么婊子。我们在打电话，婊子。因为要让这些Mfs知道,
1162,1163,"['I really hate this bitch, but she knows me best '",我真的很讨厌这个婊子，但她最了解我”,
1163,1164,['I hate a bitch that like to argue n shyt....:-)',我讨厌一个喜欢和shyt争吵的婊子……：＿,
1164,1165,"['you boney little hoe ""Smile for the day. ",你这个瘦骨嶙峋的小妓女”微笑着迎接新的一天,
1165,1166,"[""Viet-goddamn-nam, that's what happened! Go get me a beer, bitch! @John_Colman""",该死的越南，就是这样！去给我拿杯啤酒，婊子！@约翰•科尔曼,
1166,1167,['Got the carburetor foyer my #chevy c10 being rebuilt by my #redneck friend ... everybodys got one!! I need 1 they can build',我的雪佛兰c10化油器门厅被我的红领朋友重建了。。。每个人都有一个！！我需覿个他们能造的',
1167,1168,"[""ur seriously a fagdon't hate""",你真是个讨厌的人”,
1168,1169,['stupid bitch! ,愚蠢的婊子！,
1169,1170,"[""its Brandon motherfucking reason. He's a bitch nigga""",这是布兰登该死的理由。他是个婊子黑鬼,
1170,1171,"['""WAKA TAMMY JUST GOT HER ASS BEAT""... ",WAKA TAMMY刚被揍了”。。,
1171,1172,"['If a bitch tweet ""I lose interest fast"" slide in her DMs cause she a Thot good looks'",‘如果一个婊子在推特上说‘我很快就失去兴趣了’滑进她的DMs，因为她长得很帅’,
1172,1173,['Trying to run game on me u dumb bitch !! her tho',想在我身上耍花招，你这个蠢货！！她的头,
1173,1174,"['""I know I must make a lot of ya\'ll hoes sick &amp; all I can tell you hoes, get used to it bitch!""'",我知道我必须让你生病，我只能告诉你，你要习惯，婊子！”,
1174,1175,"[""I wouldn't trust a male cheerleader All cuz . Cimarron got one  &amp; he got ALLLL the bitches""",我根本不相信一个男啦啦队队长。西马龙得到了一丿他得到了所有的婊子,
1175,1176,"[""I'm just a bitch for no reason. I think I'm funny sometimes""",我只是个无缘无故的婊子。我觉得我有时候很有趣,
1176,1177,"[""if by marrying her to avoid paying child support is a win then yeah lolwe don't see the hoes the same &amp; that's ok""",如果为了避免支付子女抚养费而与她结婚是一种胜利，那么是的，我们看不到相同的锄夿那没关系”,
1177,1178,['one of your side chicks came up 5k them bitches know where I live I be hiding from my cuz @MaiaPapayyya_',你身边的一个小妞来亿公里他们婊子知道我住在哪里，我要躲着我，因为@maiapayya',
1178,1179,"[""you're right I'll take girl on the right over Kim any day ",你说得对，我随时都会把右边的女孩带过金姿,
1179,1180,['Fuck all the Heat bandwagon riders... We know who you are u sound like the hoes mad they man cheated with a fat booty bitch',‘操那些热火队的车手。。。我们知道你是谁，你听起来像是疯了的妓女，他们和一个胖婊子一起受骗了,
1180,1181,"['If Miley really got knocked up by Juicy J that shit is wild....  didn\'t he say ""u say no to ratchet pussy Juicy J can\'t""'",如果麦莉真的被多汁的J搞大了，那就太疯狂了。。。。他不是说你拒绝棘轮猫多汁J不能,
1181,1182,"[""If you have a different dude every other week you might be a hoe... #jsno your not don't listen to him ladies #DoU""",如果你每隔一周有一个不同的男人，你可能是个妓女。。不要听他的女士们,
1182,1183,[',,
1183,1184,"['""Finally got a hot bitch to dance on me, came in my pants while she was grinding on me. Lost that chance""UW-Madisonlmao'",终于有个辣妹在我身上跳舞了，当她在我身上磨蹭的时候从我裤子里钻了进来。失去了那个机会,
1184,1185,"[""That one ex you can't seem to get over&lt;&lt;&lt; an is a cunt!!""",你似乎无法忘记的那个前任是个贱人！！”,
1185,1186,"[""I'm tired of her corny vines, ugly faces, and stupid voices my nigga ",我厌倦了她那陈腐的藤蔓、丑陋的面孔和愚蠢的声音，我的黑鬿,
1186,1187,"[""lmfaoooo, bitch don't start. Okay bitch""",笨蛋，婊子，别开始。好吧，婊子,
1187,1188,['helloooo bitch?! Bitch no ones available',喂，婊子？！婊子没人能找到',
1188,1189,['upload our pictures. Wat pictures bitch',上传我们的照片。看图片婊子',
1189,1190,['Where the hoes at shit u got em',你从哪儿弄来的妓女”,
1190,1191,"[""bitch that's ham on her face ",婊子，她脸上有火腿,
1191,1192,['heres to all the kids who have never found their name on anything in a souvenir store thanks mom for the ghetto name.',向所有在纪念品商店里找不到自己名字的孩子们致意，感谢妈妈给他们起了犹太人区的名字。,
1192,1193,"[""And that's why mock drafts are a joke my friends.....Anyone???""",这就是为什么模拟草稿是个笑话，我的朋友们.有人吗？？”,
1193,1194,['What to do after the game....home alone and nothing to do...someone come chill?:) maybe go swimm ima do ya bitch',赛后该怎么办…一个人在家，什么事都没做…有人来冷场了？：）也许去游泳，我做你的婊子',
1194,1195,['We agree... do you? ,我们同意。。。你…吗＿,
1195,1196,['TONY ROMO in my #Top10QBs bitches ,托尼·罗莫在我的十大狗娘养皿,
1196,1197,['I just wana eat some food. Drink some liq. Go to this party. And have a bad bitch waitin on a nigga when I return.',我只是想吃点东西。喝点液体。去参加这个聚会。当我回来的时候让一个坏婊子伺候一个黑鬿,
1197,1198,['Oreo cookies ,奥利奥饼广,
1198,1199,[' Black bitches turn 60 buy a hat and act like Jesus forgot they was fucking niggas in the park LOOOOOL',0岁的黑婊子买顶帽子，假装耶稣忘了他们是公园里的黑鬼’,
1199,1200,"[""Fuck driving stick, it's gay as fuck shit pussies say""",他妈的驾驶棒，这是同性恋，因为他妈的屎娘娘腔说”,
1200,1201,['Tom Brady slowly becoming washed?\n\nNah.. His weapons just trash',汤姆·布雷迪慢慢地被洗了？\n\n啊。。他的武器只是垃圿,
1201,1202,"['If you aint got shit goin for ya self, what bitch gone want you'",如果你自己没什么事，哪个婊子要你走”,
1202,1203,['yall bare hoes yall dnt care bout ?? I spent my childhood in a wild hood',你不在乎吗？？我的童年是在野外度过的,
1203,1204,['Im afraid of commitment \n-A hoe',我害怕承诺\n-A hoe',
1204,1205,['ppl who think webbie betta then boosie jus retarded',谁认为韦比·贝塔和布西·朱斯是弱智”,
1205,1206,['Anybody that gets traded straight up for Brandon knight is trash @BrandonJennings@BushALMIGHTY',任何直接被布兰登·奈特交易的人都是垃圾@BrandonJennings@BushALMIGHTY',
1206,1207,['Omarion ol girl w/ this negative ass vibe ! I hate mamas like her  hoe need to be ',奥马里奥ol女孩，带着这种消极的屁股感觉！我讨厌妈妈，就像她的妓女一栿,
1207,1208,"[""I like how thinks I'm talking to hoes..HELL NAH! Lol my bad I forgot you ain't got hoes like vdawg do""",我喜欢我和霍斯说话的方式…见鬼，不！哈哈，我的错，我忘了你没有像vdawg那样的妓女,
1208,1209,"[""I wish you were here... Stop crying bitch I'm omw back already haha""",我希望你在这里。。。别哭了婊子我已经回来了哈哈,
1209,1210,"['Watching #AttackofTitan on bro you a HAN for stealing my tweet, bitch ass nigga'",看着它攻击你这个汉子兄弟偷了我的微博，混蛋黑鬼”,
1210,1211,['Wassup twitter  ,Wassup推特,
1211,1212,"[""I ain't got no type, white bitches is the only thing that I like! #dead """,我没有类型，白婊子是我唯一喜欢的！#死亡,
1212,1213,"[""My dog like scratches at the floor before he lays down.. He's weird buddy's normal your weird bitch""",我的狗在躺下之前喜欢在地板上抓挠。。他很怪，伙计很正常你的怪婊子,
1213,1214,['What will the Lakers be after kobe trash',科比垃圾之后湖人会怎么样”,
1214,1215,"[""these hoes ain't loyal \n\n",这些妓女不忠诚\n\n,
1215,1216,['HELL YA THEY SHOULD MAKE MORE MALT LIQUOR ADS LIKE THIS. ,见鬼，他们应该多做些像这样的麦芽酒广告,
1216,1217,['Why that hoe crying In her mugshot bruh',为什么那个妓女在她的马克杯里哭”,
1217,1218,['All these hoes been passed around to a Cleveland niggah',所有这些妓女都传给了克利夫兰的一个黑人”,
1218,1219,['\n\n,\n\n,
1219,1220,"[""You dont listen when I talk, maybe youll listen when I walk. That bitch still won't listen""",我说话的时候你不听，也许我走路的时候你会听。那个婊子还是不听,
1220,1221,['Crip bitches b dusty asf',Crip bitches b dusty asf',
1221,1222,['Buddy drug the whole train lmao good ... extra ass hoes hate them NY hoesme too',整个火车都很好。。。额外的驴子也讨厌他仿,
1222,1223,[' ,,
1223,1224,['Reggie gives me headaches my niggah ',雷吉让我头痛，我的黑鬼”,
1224,1225,"[""After you get done running train on a bitch thats on her period ",当你对一个正在经期的婊子跑完火车吿,
1225,1226,"[""I'm on my Y.U shit using LinkedIn at work b lmfaoo bagging them linkiden hoes lol""",我在我的Y.U拉屎使用LinkedIn在工作b Lmfoo袋他们Linkeden妓女哈哈”,
1226,1227,['How bitch how ? FRESH?',怎么婊子怎么？新鲜吗,
1227,1228,['Malibus on a come-up but in other news she mean denna hoe and not even light skinedddd ,马利布在一个上来，但在其他新闻中，她是指丹尼霍，而不是光皮肤的ddd,
1228,1229,['fck you nigger lol jk bra',fck you nigger lol jk bra',
1229,1230,"['Dej loaf ever bitch wc today, all it takes is a lil juice and these bitches want you'",Dej loaf ever bitch wc today，all it's takes a lil juice and these bitches want you',
1230,1231,['Lol good now I got them nasty rednecks off my back I can take care of business he serious',好极了，现在我把那些讨厌的乡巴佬从我背上弄下来了，我可以处理生意了，他说真的”,
1231,1232,"[""Islamic State suspects in Indonesia are Chinese Uighurs ",印尼的伊斯兰国嫌犯是中国维吾尔亿,
1232,1233,"[""Ima whoop this boy! It's nothing you bean head ass bitch""",我喊这个男孩！没什么，你这个笨蛋婊子,
1233,1234,['Hell naw.  I wanna see this! ,见鬼不。我想看看这个！,
1234,1235,"[""I saw a girl scratch her private today.. What that mean? Don't fuck her right in the pussy""",我今天看到一个女孩抓了她的隐私。。什么意思？别跟她上床,
1235,1236,['Killin in tekken 6  lies you trash',‘铁拿中的杀手是你的垃圾’,
1236,1237,['I want to be obsessed with someone and I want someone to be obsessed with methen u might have to kill the bitch',我想被某人迷住，我想让某人被我迷住，你可能得杀了那个婊子”,
1237,1238,['Up making plays can I have my slut bitch girlfriend u always rap about back yet?',我能让我的荡妇女友回来吗？”,
1238,1239,"[""I'm fucking tired. Ending the night with some rips so much for hitting me up bitch""",我他妈的累了。今晚的结局是因为打了我一顿婊子”,
1239,1240,"[""If yo pussy stank ; u wasn't raised correctlylmao""",如果你娘娘腔发臭；你没有被正确地抚养长夿,
1240,1241,['Phat pussy : ,法特·普西＿,
1241,1242,['Everybody entitled to they own opinion tho. Not that bitch she need to shut up &amp; sit the fuck down',每个人都有权发表自己的意见。不是那个她需要闭嘴的婊子&amp；他妈的坐下',
1242,1243,['huge nips scary me they scary me too',巨大的咬让我害怕，他们也让我害怕”,
1243,1244,"[""Mental Asylum in Dallas Texas, 1980's. ",德克萨斯州达拉斯的精神病院＿980年,
1244,1245,['Tea bag a bitch. Pahahaha',一个婊子。Pahahaha',
1245,1246,"[""If I posted pics of everything I do in my life yall hoes would fall in love !don't kill em Channing""",如果我把我一生中所做的每件事都贴上照片，亚尔·霍斯就会爱上我！别杀了他们Channing,
1246,1247,"[""5'3 200 lbs aint thick bitch, you a fucking warthog""",3200磅不是厚婊子，你他妈的是一头野猪”,
1247,1248,"[""You fat bitches needa stop biting your lips when you take pictures. Y'all look hungry, not sexy.""",你们这些胖婊子拍照的时候不要再咬嘴唇了。你们看起来很饿，不性感,
1248,1249,['how bitches be looking the first day of school. ,婊子们开学第一天的样子,
1249,1250,['LIGHTSKIN MF LMFAOOO ight white bitch lol ',LIGHTSKIN MF LMFAOOO light white bitch lol',
1250,1251,['And happy to be hoes too. Smh.better than being in denial',我也很高兴当妓女。Smh更好而不是否访,
1251,1252,"['""fucking white people"" ",该死的白人,
1252,1253,['All the seniors young side hoes gonna be at graduation like ,所有的大四学生和年轻的副手都会在毕业典礼上,
1253,1254,['Realist bitch to ever step foot on a soccer field ,现实主义的婊子，从来没有踏上足球场,
1254,1255,['When the nigga with the aux cord playin some trash shit ,当那个带着辅助线的黑鬼在垃圾堆里玩的时倿,
1255,1256,['bitch in the middle look like a daddy long leg  ,中间的婊子长得像爸爸的长腿,
1256,1257,['how black bitches drive when they song come on ,黑人婊子唱歌时怎么开车来啿,
1257,1258,"[""All y'all some fucking coons ",你们这些该死的笨蛋,
1258,1259,"[""Ain't my gf you lil nigguh stfu  glory be to GOD then lmfaooooooo """,我的女朋友，你不是上帝的荣耀吗？,
1259,1260,['What these bitches want from ah nigga ',这些婊子想从黑鬼那里得到什么”,
1260,1261,"[""If Beyonce &amp; Kim Kardashian have no problem sucking their mans dick then you average looking broke bitches shouldn't neither """,如果碧昂斯；金·卡戴珊吸男人的鸡巴没问题，那么你这些看起来普通的穷婊子也不应该,
1261,1262,['if u say ur a mermaid it obviously means ur pussy is fishy',如果你说你是美人鱼，那显然意味着你的猫咪是可疑的”,
1262,1263,"[""I'm Dre's a bitch tho """,我是Dre的婊子tho”,
1263,1264,"['Oh my dogs pussy is so tight, time to loosen it .""'",哦，我的狗的阴部太紧了，是时候放松了。”,
1264,1265,['  When you go down to eat the pussy and it smells tangy ,当你下去吃猫咪的时候，它闻起来很香,
1265,1266,['Ima just block you hoes out!or block em either one lol',我要阻止你们！或者一个lol',
1266,1267,"[""It's my dogs birthday  you should get it a bad bitch  #punny""",今天是我的狗狗生日，你应该给它一个坏婊子#朋尼”,
1267,1268,['find a loyal ho\n\n',找到一个忠诚的人\n\n',
1268,1269,['Lakers really trash.',湖人真是垃圾。,
1269,1270,['fag but Tony :(',fag but Tony:＿,
1270,1271,"['""Bored as hell."" Shoulda answered my phone calls bitch i rather be bored.'",无聊得要命。”她应该接我的电话，我宁愿无聿,
1271,1272,"[""you like 5'8, you needs to....1. You a hoe. 2. i'm 5'10(breaking11) 3.suck my dick.""",你喜欢5尿寸，你需要1。你是个妓女我身髿尿0寿。吮吸我的老二,
1272,1273,['You gotta fuck every race just to see which dick/pussy you like the best. thot',你要干每一场比赛，看看你最喜欢哪一个鸡巿女人。thot',
1273,1274,"[""I couldn't hit a woman with a penis and pussy, I don't care how sexy or rich she is""",我不能用阴茎和阴部打女人，我不在乎她有多性感或多有钱”,
1274,1275,['shit where you from\n\nBaltimore... Man them hoes fine &amp; crazy',该死，你从哪里来\n\n巴尔的摩。。。给他们妓女；疯狿,
1275,1276,['Smoke good weed with a bad bitch',用坏婊子抽好大麻”,
1276,1277,['Name something trash Cavs',给垃圾箱命名”,
1277,1278,"[""Can't a bitch living say I brought her MICHAEL Kors we need more guys like you """,一个活着的婊子不能说我给她带来了迈克尔·科尔斯我们需要更多像你这样的男人”,
1278,1279,['for all the bad bitches out there ,为了所有的坏婊孿,
1279,1280,"['I hope my future wife, who ever she might be, is sleeping or studying instead if being a hoe right now nigga shutcho asss up'",我希望我未来的妻子，不管她是谁，如果现在是一个妓女的话，她会睡觉或学习”,
1280,1281,"[""I'm sorry I offended you when I called you a bitch, I honestly thought you knew.""",很抱歉，我叫你婊子的时候冒犯了你，我真的以为你知道。”,
1281,1282,['Lmao lexy such a hoe  lmfaooo',Lmao lexy some a hoe lmfaooo',
1282,1283,['Eat her pussy nd look at her like this  ,吃了她的猫咪，然后这样看着奿,
1283,1284,"[""FML  My period on ! Can't pop that pussy now huh?""",FML我的经期到了！你现在不能把那女人踢开吗？”,
1284,1285,"[""&gt;&gt; Homecoming in 2 days &lt;&lt; ",gt＿燃气轮机；两天后回家&lt＿lt＿,
1285,1286,"['They be hating on my girl tho, but they wish they was the bitch they hating this song go'",他们恨我的女朋友，但他们希望他们是婊子，他们恨这首歌去”,
1286,1287,['Bout to get a breasts reduction these bitches be in the wayso serious',就要做乳房缩小手术了，这些婊子碍事这么严重”,
1287,1288,['Can I bring anotha bitch or nah ',‘我能不能带个婊子来？,
1288,1289,['Golden Oreos  regular Oreos  YES!!!',黄金奥利奥普通奥利奥是的！！＿,
1289,1290,['Oreos are basically dirt circles with cream. True.',奥利奥基本上是带奶油的土圈。是的,
1290,1291,['Damn this bitch always gets hit on by The\n hottest guys n makes them feel stupid i got called an ego kill',该死的，这婊子总是被最性感的男人打动，让他们觉得自己很蠢，我被称为自我毁灭”,
1291,1292,"[""lmao I minds well be a hoe for all that  I ain't mean like that girl lol""",我很介意做一个妓女，因为我不像那个女孩那样刻薄”,
1292,1293,"[""lmao definitely not  I was bout to say don't front bitch that shit a freeway""",我绝对不会，我正要说，别在高速公路上摆臭婊子”,
1293,1294,"[""no bitch hurry up lolim so hungry I can't focus""",没有婊子，快点，洛林，我饿得无法集中注意力”,
1294,1295,['ohhhhh yes bitch yesssu ready T?',哦，是的，婊子，准备好了吗？”,
1295,1296,"[""woke up and bitches was not here lolI wasn't angry wit my hoes""",醒来，婊子不在这里，萝莉对我的妓女不生气”,
1296,1297,"['Ima show my ass tonight, I can feel it omgggg I was thinking the same shit bitch'",今晚我要秀我的屁股，我能感觉到我在想同一个狗屎婊子”,
1297,1298,"[""A lot of women who claim they are yellow are actually red, color blind mother fuckas I'm yellow tho """,许多声称自己是黄色的女人实际上是红色的，色盲的福卡斯妈妈我是黄色的tho”,
1298,1299,"[""J Cole is trash. I've been saying this for years. Fuck him Lol.""",乔科尔是垃圾。我已经说了很多年了。去他妈的哈哈！,
1299,1300,['where am I on this rating scale??? Depends. You still wearing them colored contacts or naw?',‘我在这个评分表上的位置是什么？？’？？？视情况而定。你还戴着彩色隐形眼镜吗,
1300,1301,"['Bout to ride my horse, to come fuck yo bitch.Ooh em tho'",要骑我的马，来操哟bitch.Ooh em tho',
1301,1302,"["" When y'all hoes going to learn how to spell """,当你们要学拼写的时候”,
1302,1303,['coolin my nig ( voice) uhhee ( laugh)',酷在我的尼格（声音）uhhee（笑）”,
1303,1304,"['Yeah you played me, Yeah you got what you wanted. But jokes on you, You about to be a daddy bitch. ",是的，你耍了我，是的，你得到了你想要的。但是开你玩笑的时候，你就要变成一个婊子爸爸了,
1304,1305,['Honesty is all I ask for you ugly then a hoe then',诚实是我对你唯一的要求，丑陋的，然后是妓女”,
1305,1306,"[""Bouta let Banko kno, I'm goin be a Ronneagle  bitch""",布塔让班科知道，我要成为一个浪荡子婊子”,
1306,1307,"[""When hoes feel like their photo didnt get enough favorites ",当妓女们觉得他们的照片没有得到足够的喜爿,
1307,1308,['done w. All these fuck niggas  snip snip hoe  stfu',搞定了，所有这些该死的黑鬼剪了，剪了，锄了”,
1308,1309,"[""Bol that called the girl a bitchOharrd coo I'm both of them tho """,那个叫那个女孩婊子的家伙，我是他们俩的人”,
1309,1310,"['Wow, putting a whole manifesto up using TwitLonger. \n\nAnd by a Canadian. Hey hoser....how many will you adopt?'",哇，用TwitLonger写了一个完整的宣言。\和一个加拿大人。嘿，霍瑟……你要领养多少人,
1310,1311,['Kit Kat brownies. ,吉特·凯特·布朗尼,
1311,1312,['Bruh  Trent took the yellow path ,Bruh Trent走的是黄色的小路,
1312,1313,['because I thought Jay Z would hit her yeah he is known for sockin a bitch or 2',因为我以为杰伊Z会打她是的，他以打一个婊子或2',
1313,1314,"['""Good pussy have a Nigga like ",好女人有个黑鬼,
1314,1315,['Yall so fuckin trash yo!!!  man them niggas gonna win the skins trash',我真是他妈的垃圾哟！！！伙计们，黑鬼们会赢的,
1315,1316,['I should be the Global Ambassador of SOMETHING!!! I put ppl on des nuts hoe ahh nigga',我应该成为某种东西的全球大使！！！我把ppl放在des nuts hoe ah nigga',
1316,1317,['Boutta walk out on these hoes',Boutta踩着这些妓女走出县,
1317,1318,"['&amp; these bitches bound to get hurt, cause a lotta these niggas be playinhell yeah'",‘这些婊子一定会受伤的，因为这些黑鬼玩得很好，是的’,
1318,1319,['lol what else do we have in common nigga hate sleeping in the heat summer is for the birds',‘哈哈，我们还有什么共同点，黑鬼讨厌在炎热的夏天睡觉是为了鸟’,
1319,1320,['null bruh they both alive thats hans bitch who died\n\nOh well FBD ',null bruh they both live that's hans bitch who beath\n\nOh well FBD'他们都还活着那是汉斯婊子死了\n\nOh well FBD',
1320,1321,['This hoe waited until she got 45 to make a sextape chile.. ,这只妓女等到45岁才开始拍性爱录像带。,
1321,1322,"['""I\'m rich......"" (Dave Chappelle voice) signed #MLB PED users. Say bitch you pussy'",我很富有……”（戴夫·查佩尔的声音）签吿MLB PED用户。说婊子你娘娘腔',
1322,1323,['bitch get outta here dumb ass lmao ',婊子滚出去，蠢货，我妈”,
1323,1324,['wulf bitch ,狗娘养的,
